"syscode"|"inhoud"|"jaar"|"author"
"656"|"\"<a href=\"http://eiop.or.at/eiop/texte/2010-009a.htm\">The CSDP Mission Planning Process of the European Union: Innovations and Shortfalls</a>\". European Integration online Papers, 2010, 14 (8)"|"2010"|"MATTELAER, Alexander"
"657"|"\"<a href=\"http://www.ies.be/papers/mattelaer_koomen.pdf\">Het volkenrecht voorbij: de Nederlandse besluitvorming rond Irak vanuit strategisch perspectief</a>\".<span style=\"font-style: italic;\"> Internationale Spectator</span>, 2010, 64 (6), pp. 320-323"|"2010"|"MATTELAER, Alexander (with Joost Koomen)"
"658"|"\"Planning for CSDP Missions and Operations\". Brussels: European Security and Defence College, (Autonomous Knowledge Unit 6), December 2009"|"2009"|"MATTELAER, Alexander"
"659"|"\"<a href=\"http://www.egmontinstitute.be/paperegm/ep34.pdf\">Europe Rediscovers Peacekeeping? Political and Military Logics in the 2006 UNIFIL Enhancement</a>\". Brussels: Egmont Institute, (<span style=\"font-style: italic;\">Egmont Paper</span> 34), October 2009"|"2009"|"MATTELAER, Alexander"
"660"|"\"Book review - Chantal Lavallée (ed.) L'Europe de la défense?\" <span style=\"font-style: italic;\">European Foreign Affairs Review</span>, 2009, 14 (2), pp. 308-309"|"2009"|"MATTELAER, Alexander"
"661"|"“Government formation in multi-level settings: Spanish regional coalitions and the quest for vertical congruence” in <span style=\"font-style: italic;\">Party Politic</span>s, vol. 15, no. 1, pp. 93-115"|"2009"|"STEFURIUC, Irina"
"662"|"“Building an academic profile: Considerations for graduate students embarking on an academic career in political science in Europe – Symposium Introduction”, in <span style=\"font-style: italic;\">European Political Science</span>, vol. 8, pp. 138-142"|"2009"|"STEFURIUC, Irina"
"663"|"<span style=\"font-style: italic;\">Bureaux de partis, bureaux du pouvoir. Cinquante ans d’histoir</span>e. Bruxelles. Editions de l’Université de Bruxelles"|"2007"|"DEWACHTER, Wilfried & DEPAUW, Sam (eds)"
"664"|"<span style=\"font-style: italic;\">Een halve eeuw partijbureau in België</span>. Leuven. Acco."|"2005"|"DEWACHTER, Wilfried & DEPAUW, Sam (eds)"
"665"|"EU Leadership in International Climate Policy: Achievements and Challenges, in: <span style=\"font-style: italic;\">The International Spectator </span>43: 3 (September 2008), 35-50 "|"2008"|"OBERTHÜR, Sebastian & DUPONT, Claire"
"666"|"Die Vorreiterrolle der EU in der internationalen Klimapolitik: Erfolge und Herausforderungen, in: <span style=\"font-style: italic;\">Politische Bildung</span> 41: 2 (2008), 39-57"|"2008"|"OBERTHÜR, Sebastian"
"667"|"“Introduction - Government coalitions in multi-level settings: Institutional determinants and party strategy”, in <span style=\"font-style: italic;\">Regional and Federal Studies</span>, Special Issue on “Government coalitions in multi-level settings: Institutional determinants and party strategy”, vol. 19, no.1, pp. 1-12 (Special Issue editor: Irina Stefuriuc)"|"2009"|"STEFURIUC, Irina"
"668"|"<span style=\"font-style: italic;\">Rebellen in het Parlement. Fractiecohesie in de Kamer van volksvertegenwoordigers (1991-95)</span>. Leuven. Universitaire Pers"|"2002"|"DEPAUW, Sam"
"669"|"\"ESDP Planning Machinery and the Lessons from EUFOR Chad\". <span style=\"font-style: italic;\">CFSP Forum,</span> 2009, 7 (3), pp. 1-6"|"2009"|"MATTELAER, Alexander"
"670"|"\"Multidimensioneel crisisbeheer: De EU-VN samenwerking in Tsjaad en de Centraal Afrikaanse Republiek\". <span style=\"font-style: italic;\">Wereldbeeld</span>, 2009/1, 33 (149), pp. 20-27"|"2009"|"MATTELAER, Alexander"
"671"|"\"<a href=\"http://www.ies.be/files/repo/IES%20working%20paper%205_Alexander%20Mattelaer.pdf\">The Strategic Planning of EU Military Operations - The Case of EUFOR Tchad/RCA</a>\". Brussels: Institute for European Studies, (IES Working Paper 5/2008)"|"2008"|"MATTELAER, Alexander"
"672"|"\"Listen to the Generals? Military Strategy in European Crisis Response Operations\". <span style=\"font-style: italic;\">Studia Diplomatica</span>, 2008, 61 (3), pp. 29-35"|"2008"|"MATTELAER, Alexander"
"673"|"\"De Europese Unie: een strategische militaire actor? Tsjaad als test-case\". <span style=\"font-style: italic;\">Res Publica</span>, 50 (2), pp. 149-166."|"2008"|"MATTELAER, Alexander & BISCOP, Sven"
"674"|"\"Book review - Bernard Adam (ed.) Europe Puissance Tranquille?\" <span style=\"font-style: italic;\">European Foreign Affairs Review</span>, 2008, 13 (1), pp. 141-142"|"2008"|"MATTELAER, Alexander"
"675"|"“EUFOR RDC and the Development of the ESDP”. <span style=\"font-style: italic;\">Studia Diplomatica,</span> 2007, 60 (3), pp. 73-89"|"2007"|"MATTELAER, Alexander"
"676"|"\"Explaining government formation in multi-level settings: Coalition theory revisited, evidence from the Spanish case”, in <span style=\"font-style: italic;\">Regional and Federal Studies</span>, Special Issue on “Government coalitions in multi-level settings: Institutional determinants and party strategy”, vol. 19, no. 1, pp. 97-116 (Special Issue editor: Irina Stefuriuc)"|"2009"|"STEFURIUC, Irina"
"677"|"<span style=\"font-style: italic;\">Afscheid van het laatste dubbelparlement.</span> Leuven. Acco"|"1997"|"DEWACHTER, Wilfried, THOMAS, I. & DEPAUW, Sam (eds."
"678"|"Komen onze Kamerleden ervaring tekort? <span style=\"font-style: italic;\">Res Publica.</span> 49(2): 89-108"|"2008"|"DEPAUW, Sam & FIERS, Stefaan"
"679"|"Legislative Party Discipline and Cohesion in Comparative Perspective. in Benoit, K. &amp; D. Gianetti (eds.). <span style=\"font-style: italic;\">Intra-Party Politics and Coalition Governments.</span> (103-120). London: Routledge "|"2008"|"DEPAUW, Sam & S. MARTIN"
"680"|"Government Party Discipline in Parliamentary Democracies: The Cases of Belgium, France, and the United Kingdom in the 1990s. in: Hazan, R. (eds.) <span style=\"font-style: italic;\">Cohesion and Discipline in Legislatures</span>. (130-46). London, Routledge"|"2006"|"DEPAUW, Sam"
"681"|"Government Party Discipline in Parliamentary Democracies: The Cases of Belgium, France, and the United Kingdom in the 1990s. <span style=\"font-style: italic;\">Journal of Legislative Studies</span> 9(4): 130-46"|"2003"|"DEPAUW, Sam"
"682"|"Kiezers over politieke representatie. in Deschouwer, K., Delwit, P. Hooghe, M. &amp; S. Walgrave (eds.). <a href=\"http://www.aspeditions.be/article.aspx?article_id=DESTEM613O\"><span style=\"font-style: italic;\">De stemmen van het volk</span></a>. (221-46). Brussel: VUBpress "|"2010"|"DEPAUW, Sam & E. VAN HAUTE"
"88"|"<span style=\"font-style: italic;\">Minderheden in Brussel</span>, Brussel: VUB-Press

  "|"1999"|"SWYNGEDOUW, Marc, PHALET, Karen & DESCHOUWER, Kris (eds)"
"539"|"De Katholieke Kerk, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 983 - 1014 "|"1999"|"VAN DEN EECKHOUT, Patricia & ART, J."
"540"|"De socialistische jeugdorganisaties, in Van den Eeckhout, Patricia&nbsp; Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 971 – 973."|"1999"|"VAN DEN EECKHOUT, Patricia & CREVE, Piet  "
"541"|"De socialistische sociaal-culturele organisaties voor volwassenen, in Van den Eeckhout (P.), Vanthemsche (G.), editors. Bronnen voor de studie van het hedendaagse België 19e-20e eeuw. Brussel, 1999,&nbsp; 966 - 971."|"1999"|"VAN DEN EECKHOUT, Patricia & CRÈVE, Piet"
"542"|"Persoonsarchieven en familie-archieven, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 1071 – 1151."|"1999"|"VAN DEN EECKHOUT, Patricia &  D’HOORE, M."
"543"|"De gemeenten, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 49 – 105."|"1999"|"VAN DEN EECKHOUT, Patricia"
"544"|"De lokale armenzorgarchieven en wat zij de historicus te bieden hebben (1796-1925), in <span style=\"font-style: italic;\">Vlaamse Stam. Tijdschrift voor Familiegeschiedenis</span>, 2009, 453-461"|"2009"|"VAN DEN EECKHOUT, Patricia"
"545"|"De provincies, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 133 - 164."|"1999"|"VAN DEN EECKHOUT, Patricia"
"546"|"De stad, haar verleden en de blog. Het imaginaire Brussel in de blog van \"sofei-vandenaemet\", in <span style=\"font-style: italic;\">Ruimte en planning</span>, 2007, 3, 29-39."|"2007"|"VAN DEN EECKHOUT, Patricia"
"547"|"Eating and drinking in Brussels: the construction of “the good life” in the European capital, in <span style=\"font-style: italic;\">Appetite. Multidisciplinary Research on Eating and Drinking</span>, 2010, nr. 3, 627-630."|"2010"|"VAN DEN EECKHOUT, Patricia"
"548"|"Een echt wonder dat er op kantoren ook nog gewerkt wordt, in <span style=\"font-style: italic;\">Tijdschrift voor Geschiedenis</span>, 2009, 427-428 "|"2009"|"VAN DEN EECKHOUT, Patricia"
"549"|"Een gepassioneerd historicus, in <span style=\"font-style: italic;\">Tijdschrift voor Geschiedenis</span>, 2009, 95-96"|"2009"|"VAN DEN EECKHOUT, Patricia"
"550"|"Eten en gegeten worden. Historici en consumptiegeschiedenis in België, in <span style=\"font-style: italic;\">Tijdschrift voor Sociale Geschiedenis</span>, 2002, 373-390"|"2002"|"VAN DEN EECKHOUT, Patricia"
"551"|"Facing history. Verslag van een colloquium over de relatie tussen literatuur en geschiedenis, in <span style=\"font-style: italic;\">Belgisch Tijdschrift voor Nieuwste Geschiedeni</span>s, 1998, p. 279-285"|"1998"|"VAN DEN EECKHOUT, Patricia"
"552"|"Gestrand in Gent. Of hoe zich te ontdoen van een dure Engelse meesterknecht&nbsp; (1896-1898), in <span style=\"font-style: italic;\">Brood &amp; Rozen</span>, 2009, 1, 15-27"|"2009"|"VAN DEN EECKHOUT, Patricia"
"553"|"Giving notice: the legitimate way of quitting and firing (Ghent,1877-1896), in Scholliers (P.), Schwartz (L.), eds. <span style=\"font-style: italic;\">Experiencing wages. Social and cultural aspects of wage forms in Europe since 1500</span>, New York, 2003, 81-109"|"2003"|"VAN DEN EECKHOUT, Patricia"
"554"|"Het lichaam als strijdtoneel, in <span style=\"font-style: italic;\">Tijdschrift voor Geschiedenis</span>, 2010, 141-142"|"2010"|"VAN DEN EECKHOUT, Patricia"
"555"|"Kielen en toga's: arbeid(st)ers in de rechtbank en in de rechtsleer voor WOI, in <span style=\"font-style: italic;\">Brood &amp; Rozen</span>, 2009, 1, 6-13"|"2009"|"VAN DEN EECKHOUT, Patricia"
"556"|"Le cornichon du dimanche. Ou comment construire des moments de bonheur avec des moyens modestes (1950-1955), in <span style=\"font-style: italic;\">Les Cahiers de la Fonderie, 2009</span>, 24-29. Thème Boire et manger"|"2009"|"VAN DEN EECKHOUT, Patricia"
"557"|"Federaal ministerie van tewerkstelling en arbeid. Rijksdienst voor Arbeidsvoorziening. Nationale Arbeidsraad. De Paritaire Comité’s, in Van den Eeckhout, Patricia&nbsp; Vanthemsche (G.), editors.<span style=\"font-style: italic;\"> Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 610 – 615 "|"1999"|"VAN DEN EECKHOUT, Patricia & LUYTEN, Dirk"
"558"|"Ministerie van buitenlandse zaken, buitenlandse handel en ontwikkelingssamenwerking, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 363 - 378"|"1999"|"VAN DEN EECKHOUT, Patricia"
"559"|"Ministerie van buitenlandse zaken, buitenlandse handel en ontwikkelingssamenwerking. Belgische Dienst voor Buitenlandse Handel, in Van den Eeckhout (P.), Vanthemsche (G.), editors.<span style=\"font-style: italic;\"> Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 588 - 590"|"1999"|"VAN DEN EECKHOUT, Patricia"
"560"|"Ministerie van koloniën, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 468 - 474"|"1999"|"VAN DEN EECKHOUT, Patricia"
"561"|"Onder dak in de Marollen. Wonen in de Cité Hellemans (1916-1945), in <span style=\"font-style: italic;\">Brood &amp; Rozen</span>, 2007, 3, 5-23"|"2007"|"VAN DEN EECKHOUT, Patricia"
"562"|"Op zoek naar emotie achter de herinnering, in <span style=\"font-style: italic;\">Tijdschrift voor Geschiedenis</span>, 2009, 577-578"|"2009"|"VAN DEN EECKHOUT, Patricia"
"563"|"Over postmoderne en andere valstrikken. Beschouwingen bij Het Klauwen van de Historicus , in <span style=\"font-style: italic;\">Vlaams Marxistisch Tijdschrift</span>, 1997, 2, 67-73"|"1997"|"VAN DEN EECKHOUT, Patricia"
"564"|"Over zondaars en rechtschapenen in het geschiedenisbedrijf. Eric Hobsbawm licht zijn vakgebied door, in <span style=\"font-style: italic;\">Vlaams Marxistisch Tijdschrift</span>, 1998, 3, 108-113"|"1998"|"VAN DEN EECKHOUT, Patricia"
"565"|"Papier van vlees en bloed: geschiedschrijving in het zicht van de milleniumbom, in <span style=\"font-style: italic;\">De toekomst van het verleden. Reflecties over geschiedenis, stedelijkheid en musea</span>, Antwerpen, 1999, p. 31-45"|"1999"|"VAN DEN EECKHOUT, Patricia"
"566"|"Polders en wateringen, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 115 - 118. <br>"|"1999"|"VAN DEN EECKHOUT, Patricia"
"567"|"Postscript, in Van den Eeckhout (P.), ed. <span style=\"font-style: italic;\">Supervision and authority in industry. Western European experiences 1830-1939</span>. New York, Berghahn Books, 2009, p. 218-225"|"2009"|"VAN DEN EECKHOUT, Patricia"
"568"|"Publicatie van wetgevende normen sedert de \"Franse tijd\", in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeu</span>w, Brussel, 1999, 292 - 300"|"1999"|"VAN DEN EECKHOUT, Patricia"
"569"|"Secrets, Lies and Contracts: Conflicts between Employers and Their Foremen in Nineteenth-Century Ghent (1885-1913), in Van den Eeckhout (P.), ed. <span style=\"font-style: italic;\">Supervision and authority in industry. Western European experiences 1830-1939</span>. New York, Berghahn Books, 2009, p. 83-110"|"2009"|"VAN DEN EECKHOUT, Patricia"
"570"|"Statistics and social policy in inter-war Belgium: the 1928/29 inquiry into the family budgets of blue-collar and white-collar workers, in <span style=\"font-style: italic;\">Histoire &amp; Mesure</span>, 2004, 95-132"|"2004"|"VAN DEN EECKHOUT, Patricia"
"571"|"The Cahiers of the Centrum Agrarische Geschiedenis. Cahiers numbers 1-5, Louvain, 2001-2004, in <span style=\"font-style: italic;\">Food &amp; History</span>, 2004, 233 – 236"|"2004"|"VAN DEN EECKHOUT, Patricia"
"572"|"The quest for social history in Belgium (1948-1998), in <span style=\"font-style: italic;\">Archiv für Sozialgeschichte</span>, 2000, 217-232"|"2000"|"VAN DEN EECKHOUT, Patricia"
"573"|"<a href=\"http://www.kcgeschiedenis.be/nl/publications/catalogue/resume/l8.html\"><span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België (19e-21e eeuw)</span></a>. Brussel, Koninklijke Commissie voor Geschiedenis, 2009, 1629 pagina’s  "|"2009"|"VAN DEN EECKHOUT, Patricia & VANTHEMSCHE, Guy (eds) "
"655"|"<span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 1439 pagina's"|"1999"|"VAN DEN EECKHOUT, Patricia & VANTHEMSCHE, Guy (eds)"
"575"|"Verder kijken dan het bedrijfsarchief: aanvullende bronnen op papier, in Vancoppenolle (C.), ed. <span style=\"font-style: italic;\">Een succesvolle onderneming. Handleiding voor het schrijven van een bedrijfsgeschiedenis,</span> Brussel, 2002, 113-146"|"2002"|"VAN DEN EECKHOUT, Patricia"
"576"|"Ministerie van economische zaken. Bedrijfsraden. Centrale Raad voor het Bedrijfsleven. Belgische Dienst voor Bedrijfsleven en Landbouw. Federaal Planbureau. Raad voor het Verbruik. Raad voor de Mededinging. Controledienst voor de Verzekeringen. Controlecomité voor Elektriciteit en Gas, in Van den Eeckhout, Patricia&nbsp; Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 652 – 659"|"1999"|"VAN DEN EECKHOUT, Patricia & BUYST, E. "
"577"|"Federaal ministerie van economische zaken, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 433 - 446"|"1999"|"VAN DEN EECKHOUT, Patricia & BUYST, E."
"578"|"De vakbonden, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 867 - 886"|"1999"|"VAN DEN EECKHOUT, Patricia & LUYTEN, Dirk "
"579"|"Social history in Belgium: old habits and new perspectives, in<span style=\"font-style: italic;\"> Tijdschrift voor Sociale Geschiedenis,</span> 1997, 147-181"|"1997"|"VAN DEN EECKHOUT, Patricia & SCHOLLIERS, Peter"
"580"|"The construction of women's paid labour. The Belgian inquiry of 1891 into working-class family budgets, in Guinnane (T.), Johnson (P.) , Nunez (C.), editors. <span style=\"font-style: italic;\">The microeconomic analysis of the household and the labour market, 1880-1939</span>. Sevilla, 1998, p. 73-86"|"1998"|"VAN DEN EECKHOUT, Patricia & SCHOLLIERS, Peter"
"581"|"Ministerie van sociale zaken, volksgezondheid en leefmilieu. Algemene bibliografie. Bronnen betreffende de parastatalen in het algemeen. Algemene sociale zekerheidsinstellingen. Sociale zekerheidsinstellingen voor speciale doelgroepen. Sector ziekteverzekering. Sector pensioenen. Sector gezinsvergoedingen. Sector arbeidsongevallen en beroepsziekten. Andere instellingen van sociale voorzorg. in Van den Eeckhout, Patricia&nbsp; Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 615 – 631"|"1999"|"VAN DEN EECKHOUT, Patricia & VANTHEMSCHE, Guy"
"582"|"Agglomeraties en federaties van gemeenten, in Van den Eeckhout (P.), Vanthemsche (G.), eds. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België (19e-21e eeuw)</span>. Brussel, Koninklijke Commissie voor Geschiedenis, 2009, p. 93-97"|"2009"|"VAN DEN EECKHOUT, Patricia"
"583"|"Agglomeraties en federaties van gemeenten, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 119 - 123"|"1999"|"VAN DEN EECKHOUT, Patricia"
"584"|"De arrondissementscommissariaten, in Van den Eeckhout (P.), Vanthemsche (G.), eds. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België (19e-21e eeuw)</span>. Brussel, Koninklijke Commissie voor Geschiedenis, 2009, p. 99-104"|"2009"|"VAN DEN EECKHOUT, Patricia"
"585"|"De arrondissementscommissariaten, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 125 - 131"|"1999"|"VAN DEN EECKHOUT, Patricia"
"586"|"De gemeenten en de lokale openbare instellingen, in Van den Eeckhout, Patricia &amp; Vanthemsche Guy, eds. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België (19e-21e eeuw</span>). Brussel, Koninklijke Commissie voor Geschiedenis, 2009, p. 31- 92"|"2009"|"VAN DEN EECKHOUT, Patricia"
"587"|"De kerkbesturen, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 112 – 115"|"1999"|"VAN DEN EECKHOUT, Patricia"
"588"|"De provincies, in Van den Eeckhout (P.), Vanthemsche (G.), eds. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België (19e-21e eeuw)</span>. Brussel, Koninklijke Commissie voor Geschiedenis, 2009, p. 105-138"|"2009"|"VAN DEN EECKHOUT, Patricia"
"589"|"Foremen in American and Western European Industry before the First World War, in Van den Eeckhout (P.), ed. <span style=\"font-style: italic;\">Supervision and authority in industry. Western European experiences 1830-1939</span>. New York, Berghahn Books, 2009, p. 1-33"|"2009"|"VAN DEN EECKHOUT, Patricia"
"590"|"Het OCMW en zijn voorgangers, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw, Brussel, 199</span>9, 105 – 112"|"1999"|"VAN DEN EECKHOUT, Patricia"
"591"|"Publicatie van de wetgevende norm sedert de “Franse tijd”, in Van den Eeckhout (P.), Vanthemsche (G.), eds. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België (19e-21e eeuw)</span>. Brussel, Koninklijke Commissie voor Geschiedenis, 2009, p. 287-295"|"2009"|"VAN DEN EECKHOUT, Patricia"
"592"|"Van werkboekje tot arbeidscontract. De negentiende-eeuwse arbeidsrelaties revisited, <span style=\"font-style: italic;\">Belgisch Tijdschrift voor Nieuwste Geschiedenis</span>, 2005, 153-200"|"2005"|"VAN DEN EECKHOUT, Patricia"
"593"|"De ondernemingen, in Van den Eeckhout, Patricia&nbsp; Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 775 - 802 "|"1999"|"VAN DEN EECKHOUT, Patricia, LUYTEN, Dirk, DEVOS, G. & VAN COPPENOLLE, C."
"594"|"Federaal ministerie van tewerkstelling en arbeid en zijn voorgangers, in Van den Eeckhout (P.), Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>, Brussel, 1999, 401 - 408 "|"1999"|"VAN DEN EECKHOUT, Patricia & LUYTEN, Dirk "
"595"|"<span style=\"font-style: italic;\">Vrijmetselarij, mythe en realiteit</span>. Berchem-Antwerpen, EPO"|"1998"|"HUYSSEUNE, Michel"
"596"|"De moeilijke democratie. Het debat omtrent de ‘nieuwe politieke cultuur’, <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 4, 7/1997, p. 1-2."|"1997"|"STOUTHUYSEN, Patrick"
"597"|"De nieuwe bestuurlijke kaart van Vlaanderen,&nbsp; <span style=\"font-style: italic;\">Agora. Tijdschrift voor sociaal-ruimtelijke vraagstukken</span>, 17, 1, 2001, p. 18-21  "|"2001"|"STOUTHUYSEN, Patrick"
"598"|"De paars-groene wonderjaren. Over de eerste honderd dagen van de paarse coalities, <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 7/2000, 1, p. 33-34"|"2000"|"STOUTHUYSEN, Patrick"
"599"|"De pet van de politicoloog. Over deskundigheidsaanspraken, <span style=\"font-style: italic;\">Facta</span>, 12, 3, 2004, p. 15-16."|"2004"|"STOUTHUYSEN, Patrick"
"600"|"De politiek van de eeuw die komt, in,<span style=\"font-style: italic;\"> Stemtest 2003. Wegwijs in de politieke partijen van België van 1830 tot nu</span>, Uitgeverij Averbode, Averbode, p. 62-64"|"2003"|"STOUTHUYSEN, Patrick"
"601"|"De Populistische Verleiding. Een begripsbepaling van het concept populisme. <span style=\"font-style: italic;\">De Gids op Maatschappelijk Gebied</span>, 99, 2, 2008, pp. 31-38"|"2008"|"STOUTHUYSEN, Patrick"
"602"|"De publicatietaal als speltheoretisch probleem, <span style=\"font-style: italic;\">Res Publica</span>, 50, 2008, pp. 179-192"|"2008"|"STOUTHUYSEN, Patrick"
"603"|"De regiefunctie van het lokale bestuur, <span style=\"font-style: italic;\">Terzake. Praktijkblad voor Lokaal beleid en Samenlevingsopbouw</span>, 2003, 1, p. 9-12"|"2003"|"STOUTHUYSEN, Patrick"
"604"|"De stemplicht als collectief goed, <span style=\"font-style: italic;\">Planologisch Nieuws</span>, 19, 1999, juli-augustus-september, p. 226-229"|"1999"|"STOUTHUYSEN, Patrick"
"605"|"De Valse en de Ware Vrienden van de stad. Of waarom gentryficatie niet noodzakelijk een vies woord is. <span style=\"font-style: italic;\">Ruimte en Planning</span>, 27, 1, 2007, pp. 49-54"|"2007"|"STOUTHUYSEN, Patrick"
"606"|"De vermeende verpulping van de kwaliteitspers,<span style=\"font-style: italic;\"> Ons Erfdeel</span>, 42, mei-juni 1999, p. 337-346"|"1999"|"STOUTHUYSEN, Patrick"
"607"|"De wederopstanding van de Franse intellectueel, <span style=\"font-style: italic;\">Facta</span>, 13, 1, 2005, p. 19-20"|"2005"|"STOUTHUYSEN, Patrick"
"89"|"<span style=\"font-style: italic;\">De wortels van de democratie: Agalev op zoek naar een goede vorm</span>,  Antwerpen: Hadewych

 "|"1996"|"DESCHOUWER, Kris "
"90"|"<span style=\"font-style: italic;\">De Dorpsstraat is de Wetstraat niet</span>, Brussel: VUB-Press, 1996

  "|"1996"|"DESCHOUWER, Kris & BUELENS, Jo (eds)"
"91"|"<span style=\"font-style: italic;\">Organiseren of bewegen? De evolutie van de Belgische partijstructuren sinds 1960</span>, Brussel: VUB-Press
   "|"1993"|"DESCHOUWER, Kris"
"92"|"<span style=\"font-style: italic;\">Een systeemanalyse van het
politieke leven</span> (Synopsis of D. Eas­ton, A systems analysis of political life),Leuven: Acco

 "|"1993"|"DESCHOUWER, Kris"
"93"|"<span style=\"font-style: italic;\">Politiek zonder boe of bah</span>, Leuven: Kritak

  "|"1992"|"DESCHOUWER, Kris"
"94"|"<span style=\"font-style: italic;\">Politieke partijen in België</span>, Ant­wer­pen: Kluwer
 "|"1987"|"DESCHOUWER, Kris "
"95"|"Secessionist Conflicts in Europe, in Don H. Doyle (ed.), <a href=\"http://www.ugapress.org/index.php/books/secession_international\"><span style=\"font-style: italic;\">Secession as an International Phenomenon</span></a>, University of Georgia Press.  "|"2010"|"COPPIETERS, Bruno"
"983"|"Identiteiten, communautaire standpunten en stemgedrag, in&nbsp; K. Deschouwer, P. Delwit, M. Hooghe &amp; S. Walgrave (ed), <a href=\"http://www.aspeditions.be/article.aspx?article_id=DESTEM613O\"><span style=\"font-style: italic;\">De 
stemmen van het volk. Een analyse van het kiesgedrag in Vlaanderen en 
Wallonië op 7 juni 2009</span></a>, pp.75 - 98,"|"2010"|"DESCHOUWER, Kris & SINARDET, Dave"
"984"|"Vrouwen, mannen en het praten over politiek', <span style=\"font-style: italic;\">TerZake</span>, vol.17, n. 12, pp.32 - 34"|"2010"|"CALUWAERTS, Didier & ERZEEL, Silvia"
"985"|"<a href=\"http://www.egmontinstitute.be/paperegm/ep41.pdf\"><span style=\"font-style: italic;\">EUnity of Command - The Planning and Conduct of CSDP Operations</span></a>. Brussels: Egmont Institute (Egmont Paper 41)"|"2011"|"SIMON NAVARRO, Luis & MATTELAER, Alexander"
"986"|"<a href=\"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp;aid=7933729&amp;fulltextType=RA&amp;fileId=S1062798710000359\">Globalization, governance, crisis. Introduction to Focus: Globalization</a>, <span style=\"font-style: italic;\">European Review</span>, Vol. 19, No. 1 (2011), pp. 1-4"|"2011"|"DELWAIDE, Jacobus"
